Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of Mentions,Flag
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,18.0,
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,33.0,
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,67.0,
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,86.0,
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MD,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,229.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,14.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,29.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,75.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,163.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,451.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,760.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,940.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,972.0,
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MD,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,3409.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,12.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,60.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,265.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,506.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,825.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,1244.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2923.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,11.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,55.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,130.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,216.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,236.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,653.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,30.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,108.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,195.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,216.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,203.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,764.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,35-44,24.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,45-54,72.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,55-64,239.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,65-74,561.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,75-84,931.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,85+,1325.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory failure,J96,All Ages,3159.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,55-64,26.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,65-74,38.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,75-84,85.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,85+,119.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Respiratory arrest,R09.2,All Ages,276.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,11.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,24.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,47.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,115.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,174.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,375.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,12.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,56.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,112.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,210.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,85+,418.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,809.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,30.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,88.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,180.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,313.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,619.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,35-44,12.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,45-54,29.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,55-64,99.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,65-74,202.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,75-84,265.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,85+,395.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrest,I46,All Ages,1004.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,26.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,72.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,112.0,
12/06/2020,02/01/2020,12/05/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,281.0,
